segment,K,lags,lambda_f,lambda_x,lambda_w,alpha,eta,rmse,runtime
11,1,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.7508914898818451,3.78287672996521
12,1,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.7457491550621534,3.7918529510498047
13,1,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.5951156408921048,3.776893377304077
14,2,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.43999008647549315,4.664519309997559
15,1,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.8569922049009361,3.737996816635132
16,2,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.7163237261434897,4.566779851913452
17,1,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.7165037914754567,3.7758963108062744
18,1,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.5642246625037765,3.7808830738067627
19,4,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.34008086688496336,5.263914108276367
20,1,"[1, 30]",1.0,10.0,10.0,10000,0.1,1.122712415490502,3.7559499740600586
21,1,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.5698161520564516,3.7958433628082275
22,1,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.7068284638514336,3.8068134784698486
23,2,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.7179642851271083,4.576751947402954
24,1,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.6203302574602947,3.7818803787231445
25,2,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.7435155087868343,4.591713190078735
26,1,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.6383826508131973,3.8267602920532227
27,2,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.5344349706355772,4.600688934326172
28,2,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.5672149899802669,4.574743270874023
29,2,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.5576749575819386,4.570770740509033
30,2,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.645308568839018,4.587723970413208
31,1,"[1, 30]",1.0,10.0,10.0,10000,0.1,0.70252265569495,3.7888612747192383
0,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.705598314503671,3.789858102798462
1,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.8165061927061286,3.7948451042175293
2,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.5797845406502379,3.7798852920532227
3,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,1.4493541601459932,3.78287672996521
4,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.7637199207856079,3.791853666305542
5,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,1.0650487075066268,3.8127975463867188
6,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.7032282704805414,3.9175162315368652
7,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.6861850865022776,3.7958428859710693
8,2,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.5684217005712117,4.576751708984375
9,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.6400589860802879,3.7758967876434326
10,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.7592672269659047,3.8137948513031006
11,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.7508914898818451,3.801826238632202
12,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.7457491550621534,3.7948458194732666
13,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.5951156408921048,3.8008294105529785
14,2,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.43999008647549315,4.577749013900757
15,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.8569922049009361,3.7798845767974854
16,2,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.7163237261434897,4.585730314254761
17,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.7165037914754567,3.7928497791290283
18,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.5642246625037765,3.8008291721343994
19,4,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.34008086688496336,5.103343486785889
20,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,1.122712415490502,3.802824020385742
21,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.5698161520564516,3.777890920639038
22,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.7068284638514336,3.796839714050293
23,2,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.7179642851271083,4.603679656982422
24,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.6203302574602947,3.8008291721343994
25,2,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.7435155087868343,4.591712713241577
26,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.6383826508131973,3.814791679382324
27,2,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.5344349706355772,4.602684259414673
28,2,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.5672149899802669,4.581739664077759
29,2,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.5576749575819386,4.59370756149292
30,2,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.645308568839018,4.5597991943359375
31,1,"[1, 30]",1.0,10.0,10.0,10000,1.0,0.70252265569495,3.8726372718811035
0,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.705598314503671,3.8257627487182617
1,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.8165061927061286,3.7998318672180176
2,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.5797845406502379,3.8008296489715576
3,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,1.4493541601459932,3.8147919178009033
4,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.7637199207856079,3.813795328140259
5,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,1.0650487075066268,3.946439027786255
6,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.7032282704805414,3.8516929149627686
7,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.6861850865022776,3.808807134628296
8,2,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.5684217005712117,4.586725473403931
9,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.6400589860802879,3.8078079223632812
10,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.7592672269659047,3.7948451042175293
11,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.7508914898818451,3.792850971221924
12,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.7457491550621534,3.782877206802368
13,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.5951156408921048,3.8137950897216797
14,2,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.43999008647549315,4.576753616333008
15,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.8569922049009361,3.7908565998077393
16,2,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.7163237261434897,4.60368013381958
17,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.7165037914754567,3.778887987136841
18,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.5642246625037765,3.8277578353881836
19,4,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.34008086688496336,5.078410625457764
20,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,1.122712415490502,3.799832582473755
21,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.5698161520564516,3.7928507328033447
22,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.7068284638514336,3.79284930229187
23,2,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.7179642851271083,4.623626947402954
24,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.6203302574602947,3.7918527126312256
25,2,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.7435155087868343,4.605676651000977
26,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.6383826508131973,3.78886079788208
27,2,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.5344349706355772,4.5887205600738525
28,2,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.5672149899802669,4.574758529663086
29,2,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.5576749575819386,4.584730863571167
30,2,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.645308568839018,4.583734512329102
31,1,"[1, 30]",1.0,10.0,10.0,10000,10.0,0.70252265569495,3.7888617515563965
0,1,"[1, 30]",10.0,0.1,0.1,100,0.1,0.8298361071814607,3.7878644466400146
1,1,"[1, 30]",10.0,0.1,0.1,100,0.1,0.9404662935172536,3.7758960723876953
2,1,"[1, 30]",10.0,0.1,0.1,100,0.1,0.4742645842179889,3.791851758956909
3,1,"[1, 30]",10.0,0.1,0.1,100,0.1,3.0478160329485715,3.8147900104522705
4,1,"[1, 30]",10.0,0.1,0.1,100,0.1,1.740781960017193,3.8038203716278076
5,1,"[1, 30]",10.0,0.1,0.1,100,0.1,1.284452107127269,3.8147923946380615
6,1,"[1, 30]",10.0,0.1,0.1,100,0.1,0.96737735159005,3.8576712608337402
7,1,"[1, 30]",10.0,0.1,0.1,100,0.1,0.9261963474025264,3.8447115421295166
8,2,"[1, 30]",10.0,0.1,0.1,100,0.1,0.6307854051812218,4.6026835441589355
9,1,"[1, 30]",10.0,0.1,0.1,100,0.1,0.6364880425191279,3.7699127197265625
10,1,"[1, 30]",10.0,0.1,0.1,100,0.1,1.1935834149902143,3.7669198513031006
11,1,"[1, 30]",10.0,0.1,0.1,100,0.1,0.7794080811898627,3.7609357833862305
12,1,"[1, 30]",10.0,0.1,0.1,100,0.1,1.0615787638085863,3.8008298873901367
13,1,"[1, 30]",10.0,0.1,0.1,100,0.1,1.1594236145599026,3.8217735290527344
14,2,"[1, 30]",10.0,0.1,0.1,100,0.1,1.135814811566663,4.6006879806518555
15,1,"[1, 30]",10.0,0.1,0.1,100,0.1,1.473659843973046,3.7619333267211914
16,2,"[1, 30]",10.0,0.1,0.1,100,0.1,0.8304874413075795,4.570768594741821
17,1,"[1, 30]",10.0,0.1,0.1,100,0.1,0.8428817468835277,3.8437139987945557
18,1,"[1, 30]",10.0,0.1,0.1,100,0.1,0.6020944606086026,3.7050864696502686
19,4,"[1, 30]",10.0,0.1,0.1,100,0.1,0.3927791784126955,5.0365214347839355
20,1,"[1, 30]",10.0,0.1,0.1,100,0.1,0.8486961928238025,3.757944107055664
21,1,"[1, 30]",10.0,0.1,0.1,100,0.1,1.1614249187112522,3.7449793815612793
22,1,"[1, 30]",10.0,0.1,0.1,100,0.1,1.0109888856965485,3.959404706954956
23,2,"[1, 30]",10.0,0.1,0.1,100,0.1,1.6572549520573274,4.537857532501221
24,1,"[1, 30]",10.0,0.1,0.1,100,0.1,0.6247813755211087,3.8267595767974854
25,2,"[1, 30]",10.0,0.1,0.1,100,0.1,1.0079783867472556,4.534864902496338
26,1,"[1, 30]",10.0,0.1,0.1,100,0.1,1.0834906755733669,3.758941888809204
27,2,"[1, 30]",10.0,0.1,0.1,100,0.1,2.055182179604417,4.536859512329102
28,2,"[1, 30]",10.0,0.1,0.1,100,0.1,0.5837854077161372,4.543840408325195
29,2,"[1, 30]",10.0,0.1,0.1,100,0.1,1.0104002577848328,4.54084849357605
30,2,"[1, 30]",10.0,0.1,0.1,100,0.1,0.690008584955206,4.549825429916382
31,1,"[1, 30]",10.0,0.1,0.1,100,0.1,1.6526834384811209,3.738994836807251
0,1,"[1, 30]",10.0,0.1,0.1,100,1.0,0.8442851855056865,3.7798848152160645
1,1,"[1, 30]",10.0,0.1,0.1,100,1.0,0.9377961548592157,3.7360024452209473
2,1,"[1, 30]",10.0,0.1,0.1,100,1.0,0.4751540775519487,3.7948451042175293
3,1,"[1, 30]",10.0,0.1,0.1,100,1.0,3.0616271782547693,3.7599377632141113
4,1,"[1, 30]",10.0,0.1,0.1,100,1.0,1.7370835521714199,3.779885768890381
5,1,"[1, 30]",10.0,0.1,0.1,100,1.0,1.4066114489986392,3.7998318672180176
6,1,"[1, 30]",10.0,0.1,0.1,100,1.0,0.9218926488628112,3.734008312225342
7,1,"[1, 30]",10.0,0.1,0.1,100,1.0,0.9705900144684494,3.783874034881592
8,2,"[1, 30]",10.0,0.1,0.1,100,1.0,0.6954698242366015,4.554812431335449
9,1,"[1, 30]",10.0,0.1,0.1,100,1.0,0.6363818374137876,3.785869598388672
10,1,"[1, 30]",10.0,0.1,0.1,100,1.0,1.2074863903406554,3.848700761795044
11,1,"[1, 30]",10.0,0.1,0.1,100,1.0,0.7776383886260018,3.784872055053711
12,1,"[1, 30]",10.0,0.1,0.1,100,1.0,0.9330506948803263,3.7489686012268066
13,1,"[1, 30]",10.0,0.1,0.1,100,1.0,1.2867176602475252,3.749964714050293
14,2,"[1, 30]",10.0,0.1,0.1,100,1.0,1.3921620713326468,4.574758291244507
15,1,"[1, 30]",10.0,0.1,0.1,100,1.0,1.5073435346944934,3.765922784805298
16,2,"[1, 30]",10.0,0.1,0.1,100,1.0,0.7675601927596853,4.528881072998047
17,1,"[1, 30]",10.0,0.1,0.1,100,1.0,0.9454403911830145,3.7599384784698486
18,1,"[1, 30]",10.0,0.1,0.1,100,1.0,0.7227561115145892,3.742983102798462
19,4,"[1, 30]",10.0,0.1,0.1,100,1.0,0.33214350438720114,5.001615285873413
20,1,"[1, 30]",10.0,0.1,0.1,100,1.0,0.9453970018465779,3.74298357963562
21,1,"[1, 30]",10.0,0.1,0.1,100,1.0,0.8981914515780853,3.782876968383789
22,1,"[1, 30]",10.0,0.1,0.1,100,1.0,0.9593435153471483,3.757953405380249
23,2,"[1, 30]",10.0,0.1,0.1,100,1.0,1.6889329861769018,4.598690509796143
24,1,"[1, 30]",10.0,0.1,0.1,100,1.0,0.6562790485173379,3.745976448059082
25,2,"[1, 30]",10.0,0.1,0.1,100,1.0,0.8494458660102584,4.582737684249878
26,1,"[1, 30]",10.0,0.1,0.1,100,1.0,0.9984330983695697,3.7808823585510254
27,2,"[1, 30]",10.0,0.1,0.1,100,1.0,3.1976193488176663,4.588722229003906
28,2,"[1, 30]",10.0,0.1,0.1,100,1.0,0.5822172671481817,4.606673240661621
29,2,"[1, 30]",10.0,0.1,0.1,100,1.0,1.2078684044873031,4.544839143753052
30,2,"[1, 30]",10.0,0.1,0.1,100,1.0,0.6744700234854845,4.575757265090942
31,1,"[1, 30]",10.0,0.1,0.1,100,1.0,1.7330011171303694,3.7469730377197266
0,1,"[1, 30]",10.0,0.1,0.1,100,10.0,0.8563337841883581,3.783874273300171
1,1,"[1, 30]",10.0,0.1,0.1,100,10.0,0.9388402535372525,3.7499656677246094
2,1,"[1, 30]",10.0,0.1,0.1,100,10.0,0.4740541304103073,3.8616669178009033
3,1,"[1, 30]",10.0,0.1,0.1,100,10.0,3.2349116558021134,3.7090742588043213
4,1,"[1, 30]",10.0,0.1,0.1,100,10.0,1.7392485064152152,3.7868661880493164
5,1,"[1, 30]",10.0,0.1,0.1,100,10.0,1.3636997868960323,3.7499654293060303
6,1,"[1, 30]",10.0,0.1,0.1,100,10.0,1.0617035503706407,3.779886484146118
7,1,"[1, 30]",10.0,0.1,0.1,100,10.0,1.0250853434551328,3.8606693744659424
8,2,"[1, 30]",10.0,0.1,0.1,100,10.0,0.6095063679640762,4.61664605140686
9,1,"[1, 30]",10.0,0.1,0.1,100,10.0,0.6355651234272066,3.7739005088806152
10,1,"[1, 30]",10.0,0.1,0.1,100,10.0,1.1054345100266072,3.7679176330566406
11,1,"[1, 30]",10.0,0.1,0.1,100,10.0,0.7755570914423564,3.798835277557373
12,1,"[1, 30]",10.0,0.1,0.1,100,10.0,0.8526665838720986,3.7150590419769287
13,1,"[1, 30]",10.0,0.1,0.1,100,10.0,1.301008216299841,3.8217737674713135
14,2,"[1, 30]",10.0,0.1,0.1,100,10.0,1.3645440616375497,4.570766925811768
15,1,"[1, 30]",10.0,0.1,0.1,100,10.0,1.6116177108266205,3.8098056316375732
16,2,"[1, 30]",10.0,0.1,0.1,100,10.0,0.7251875445926612,4.6136534214019775
17,1,"[1, 30]",10.0,0.1,0.1,100,10.0,0.9513126924326968,3.7868669033050537
18,1,"[1, 30]",10.0,0.1,0.1,100,10.0,0.7411320139639836,3.817784309387207
19,4,"[1, 30]",10.0,0.1,0.1,100,10.0,0.6423775185781603,5.079407215118408
20,1,"[1, 30]",10.0,0.1,0.1,100,10.0,0.9454680153849344,3.808809518814087
21,1,"[1, 30]",10.0,0.1,0.1,100,10.0,0.8662083133646886,3.8048183917999268
22,1,"[1, 30]",10.0,0.1,0.1,100,10.0,0.9717938137560648,3.757944345474243
23,2,"[1, 30]",10.0,0.1,0.1,100,10.0,1.4416925239664926,4.575755834579468
24,1,"[1, 30]",10.0,0.1,0.1,100,10.0,0.6499847794792418,3.7948391437530518
25,2,"[1, 30]",10.0,0.1,0.1,100,10.0,1.4255063861529615,4.614651203155518
26,1,"[1, 30]",10.0,0.1,0.1,100,10.0,0.8920411111865676,3.7788867950439453
27,2,"[1, 30]",10.0,0.1,0.1,100,10.0,1.7825574854128685,4.5697712898254395
28,2,"[1, 30]",10.0,0.1,0.1,100,10.0,0.591763552717374,4.595702409744263
29,2,"[1, 30]",10.0,0.1,0.1,100,10.0,0.5542916228028112,4.566779375076294
30,2,"[1, 30]",10.0,0.1,0.1,100,10.0,0.7064632886775136,4.559797763824463
31,1,"[1, 30]",10.0,0.1,0.1,100,10.0,1.7414929088829763,3.786865711212158
0,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.8435521537685261,3.734008312225342
1,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.9389248759036339,3.8107826709747314
2,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.47355415923254046,3.7629308700561523
3,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,2.127888535461278,3.7848727703094482
4,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,1.738703906458734,3.7639272212982178
5,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,1.488672827206558,3.8028242588043213
6,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.9313052562536606,3.738992929458618
7,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.9275387305288186,3.8078107833862305
8,2,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.7563440770194654,4.5807414054870605
9,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.6370014960724946,3.7878646850585938
10,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,1.1936546191141586,3.739992618560791
11,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.7716772090307118,3.7928497791290283
12,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.9132569881809826,3.759938955307007
13,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,1.2025536409837778,3.7878634929656982
14,2,"[1, 30]",10.0,0.1,0.1,1000,0.1,1.2537086191722229,4.550822734832764
15,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,1.4847049640524452,3.816786766052246
16,2,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.9903727622661679,4.579744577407837
17,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.9715609319971066,3.757944345474243
18,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.8885661174586511,3.769911527633667
19,4,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.3787627663864663,5.182133913040161
20,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.5616707928529163,3.706082820892334
21,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,1.1977639803188669,3.787863254547119
22,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.96148721671018,3.7609353065490723
23,2,"[1, 30]",10.0,0.1,0.1,1000,0.1,1.868163646863707,4.617643117904663
24,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.6235651021057391,3.747972249984741
25,2,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.8217807653451809,4.789184808731079
26,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.9474481808569873,3.751959800720215
27,2,"[1, 30]",10.0,0.1,0.1,1000,0.1,3.223605421884872,4.61165976524353
28,2,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.5739246605215688,4.526886940002441
29,2,"[1, 30]",10.0,0.1,0.1,1000,0.1,1.653528128401757,4.613654136657715
30,2,"[1, 30]",10.0,0.1,0.1,1000,0.1,0.7093772937489818,4.542842149734497
31,1,"[1, 30]",10.0,0.1,0.1,1000,0.1,1.7285208892154997,3.78587007522583
0,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.8575172413761208,3.743980646133423
1,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.9402207426668783,3.755948543548584
2,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.4739326799592493,3.7798843383789062
3,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,3.402307186677089,3.7888617515563965
4,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,1.7443303333551845,3.7748985290527344
5,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,1.4004052941440883,3.8028242588043213
6,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.9275543863693246,3.7619335651397705
7,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.9735414230273005,3.771906852722168
8,2,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.8648559525993117,4.557803630828857
9,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.6360073659524365,3.8108022212982178
10,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,1.0728607352182977,3.7459750175476074
11,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.7737358932519856,3.759939193725586
12,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.8633701748099459,3.736999273300171
13,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,1.3746352164692277,3.748967409133911
14,2,"[1, 30]",10.0,0.1,0.1,1000,1.0,1.259296402975236,4.556805849075317
15,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,1.4904165720607678,3.761932849884033
16,2,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.6359217230147507,4.5917134284973145
17,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.8871331453720983,3.781879425048828
18,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.7223963584116586,3.775892972946167
19,4,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.5189115612119883,5.076416015625
20,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,1.0654478983408822,3.7978382110595703
21,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.851307304340459,3.8127989768981934
22,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.9603379145575545,3.78487229347229
23,2,"[1, 30]",10.0,0.1,0.1,1000,1.0,1.9845067065401476,4.623627185821533
24,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.6486970206565448,3.7629311084747314
25,2,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.7657665734106457,4.618640899658203
26,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.8959203593722954,3.7788867950439453
27,2,"[1, 30]",10.0,0.1,0.1,1000,1.0,1.9245497573167358,4.610662221908569
28,2,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.6339022281086424,4.565780878067017
29,2,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.9934372344474698,4.58872127532959
30,2,"[1, 30]",10.0,0.1,0.1,1000,1.0,0.6642320642236264,4.566795110702515
31,1,"[1, 30]",10.0,0.1,0.1,1000,1.0,1.726776506074301,3.8197779655456543
0,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.8563337841883581,3.797837257385254
1,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.939149377714572,3.796839952468872
2,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.4737997161949557,3.7429842948913574
3,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,3.2325225995999,3.792849540710449
4,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,1.7385582492638267,3.82476544380188
5,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,1.359682526135811,3.7549521923065186
6,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,1.079083244681989,3.7669196128845215
7,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,1.025128937008321,3.7868666648864746
8,2,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.8820889354340725,4.565782070159912
9,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.6344904130268577,3.802823543548584
10,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,1.0957867579113252,3.9584076404571533
11,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,1.0273662334723839,3.718050003051758
12,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.8526665838720986,3.750962018966675
13,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,1.3160961520374095,3.77290415763855
14,2,"[1, 30]",10.0,0.1,0.1,1000,10.0,1.092806461962059,4.551819562911987
15,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,1.6148923095253114,3.7699103355407715
16,2,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.6707783242128206,4.557804584503174
17,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.944942389140762,3.7519595623016357
18,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.7429661919161122,3.738995313644409
19,4,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.4692619720983191,5.094361305236816
20,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.9535118188895616,3.7240352630615234
21,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.8701527453921695,3.8078110218048096
22,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.9717938137560648,3.7429840564727783
23,2,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.8612908231706347,4.577750205993652
24,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.6534524275157338,3.73101544380188
25,2,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.8665558977170118,4.613653182983398
26,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.8958514129767687,3.8866004943847656
27,2,"[1, 30]",10.0,0.1,0.1,1000,10.0,2.5321538450373513,4.58273720741272
28,2,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.6186795537959946,4.639585256576538
29,2,"[1, 30]",10.0,0.1,0.1,1000,10.0,1.1286432052434603,4.573760032653809
30,2,"[1, 30]",10.0,0.1,0.1,1000,10.0,0.6873918265435679,4.559798240661621
31,1,"[1, 30]",10.0,0.1,0.1,1000,10.0,1.7423421094990312,4.04617166519165
0,1,"[1, 30]",10.0,0.1,0.1,10000,0.1,0.705598314503671,4.2805445194244385
1,1,"[1, 30]",10.0,0.1,0.1,10000,0.1,0.8165061927061286,3.7579445838928223
2,1,"[1, 30]",10.0,0.1,0.1,10000,0.1,0.5797845406502379,3.780881881713867
3,1,"[1, 30]",10.0,0.1,0.1,10000,0.1,1.4493541601459932,3.7409887313842773
4,1,"[1, 30]",10.0,0.1,0.1,10000,0.1,0.7637199207856079,3.8068127632141113
5,1,"[1, 30]",10.0,0.1,0.1,10000,0.1,1.0650487075066268,3.7469723224639893
6,1,"[1, 30]",10.0,0.1,0.1,10000,0.1,0.7032282704805414,3.855681896209717
7,1,"[1, 30]",10.0,0.1,0.1,10000,0.1,0.6861850865022776,3.7629311084747314
8,2,"[1, 30]",10.0,0.1,0.1,10000,0.1,0.5684217005712117,4.598694562911987
9,1,"[1, 30]",10.0,0.1,0.1,10000,0.1,0.6400589860802879,3.7599387168884277
10,1,"[1, 30]",10.0,0.1,0.1,10000,0.1,0.7592672269659047,3.770908832550049
11,1,"[1, 30]",10.0,0.1,0.1,10000,0.1,0.7508914898818451,3.766907215118408
12,1,"[1, 30]",10.0,0.1,0.1,10000,0.1,0.7457491550621534,3.7938480377197266
13,1,"[1, 30]",10.0,0.1,0.1,10000,0.1,0.5951156408921048,3.723037004470825
